# $K^\star_2(1430)$ (charged, fin.~state $K\pi$) mass
# $\mathrm{[MeV]}$
# RPP 2024 "ground truth" value:  1427.3
# 1sigma: 1.5
# PDG ID: M022M1
# RPP aug. 1970 pg. 79
year,author,value,error_p,error_n
1967,DE BAERE,1427,15.0
1967,DE BAERE,1440,24.0,40
1968,ADERHOLZ,1423,21
1968,SCHWEINGR,1401.0,8.0
# 1968,SCHWEINGR,1427.0,9.0
1969,BASSOMPIE,1396,9
1969,BISHOP,1425.0,15.0
# 1969,CRENNELL,1416.0,10.0
# 1969,LIND,1414,11
