# $\Sigma(1405)$ mass
# $\mathrm{[MeV]}$
# RPP 2024 "ground truth" value: 36.2
# 1sigma: 0.7
# PDG ID: B043W+
# RPP aug. 1970 pg. 112
year,author,value,uncertainty
1961,ELY,48.0,8.0
1964,COOPER,51.0,10.0
# 1964,HUWE,46.5,3.0
# 1965,ARMENTERO,32.0,3.0
1965,SMITH,30.3,3.1
1965,SMITH,33.1,3.8
1966,BIRMINGHA,25.0,6.0
1966,LONDON,36.0,3.0
# 1967,SIEGEL,33,12.0
