# $K^0_L$ $\Gamma_1+\Gamma_2$
# $[10^6 \mathrm{s}^{-1}]$
# RPP 2024 "ground truth" value: 13.21
# 1sigma: 0.05
# PDG ID: S013W2
# RPP aug. 1970 pg: 29
# PDG USES CONSTRAINED FIT
year,author,value,uncertainty
1965,FRANZINI,9.4,1.3
1966,GOLDEN,11.3,1.9
1967,HILL,10.3,0.8
