# $K^\star_2(1430)$ (neutral) mass
# $\mathrm{[MeV]}$
# RPP 2024 "ground truth" value: 1432.4
# 1sigma: 1.3
# PDG ID: M022M4
# RPP aug. 1970 pg. 79
year,author,value,uncertainty
1967,DAHL,1466.0,7.9
1968,KANG,1425.0,15.0
1968,SCHWEINGR,1405.0,18.0
1968,SCHWEINGR,1397.0,19.0
1969,BASSOMPIE,1422,5
1969,DAVIS,1421.1,2.6
