# $\eta$ $\pi^+\pi^-\pi^0 lr asym.~param.
#
# RPP 2024 "ground truth" value: 0.09
# 1sigma: 0.12
# PDG ID: S014A1
# RPP aug. 1970 pg: 34
year,author,value,uncertainty
1966,BALTAY,7.2,2.8
1966,LARRIBE,-6.1,4.0
1966,CNOPS,0.3,1.0
1966,CLPWY,5.8,3.4
1968,GORMLEY,1.5,0.5
1969,MULLER,0.3,1.1
1970,CARPENTR,-1.4,3
