# $\Xi^-$ mass
# $\mathrm{[MeV]}$
# RPP 2024 "ground truth" value: 1321.71
# 1sigma: 0.07
# PDG ID: S022M
# RPP aug. 1970 pg: 40
# PDG USES FIT
year,author,value,uncertainty
# 1961,WANG,1317.0,2.2
# 1961,FOWLER,1317.9,1.9
# 1962,BROWN,1322.0,1.3
1963,JAUNEAU,1321.4,0.4
1963,SCHNEIDER,1321.1,0.65
1964,BADIER,1321.1,0.3
1965,PJERROU,1321.3,0.4
1966,CHIEN,1320.69,0.93
1966,CHIEN,1321.67,0.52
1966,LONDON,1321.4,1.1
# 1967,SHEN,1321.7,0.6
